id	name	definition	source_id	related_id		
1E6304973B62419E8B1B1EC4D2E650C2	Road Bike Frame Sizes	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="6D433897A17E44408D6CE1AED0396EDF"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="84EE381695124933A79919386A6F3972"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="5D5CF2A579A843798A7C77610C52FAA7"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="2D4ADBD9709C467F8AD29CD359279FAB"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="C0369CAE69DB46AFAFA73B6B1ECC102D"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="6AC30EAC60FE45C0A929DE61E4BA03E6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78			
225DB5749FCC43A9B14F54EA8E0A144A	Riser Handlebar	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="135FC145CCD24E289B799A293A996B9B"&gt;&lt;/variable&gt;&lt;named-constant id="F9286CC5DCE640B5B26255B064AFBB84"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="D9DB024B9D7B4D91BA9A0636ED55B86D"&gt;&lt;/variable&gt;&lt;named-constant id="9A765453105B4456BF4AAC7863FE9A7F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	53F3A173347E4631B71DD06BFCD38627			
25FFC35CD2404465B73506A0A2FB7D1C	Fat Bike Bottom Bracket	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="BB931A8CE66D4757B52A98B47EFAC364"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="A21583C25A2140B8AFEA05CCAC47FF7C"&gt;&lt;/variable&gt;&lt;named-constant id="82FE7F47E39F4628A2DB8F2C53AAB3AD"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="835C3DE1411B459AB975C9ABF2F46739"&gt;&lt;/variable&gt;&lt;named-constant id="88CD6559FF5E48A4BC2D02D80A8204D0"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	39FC0A35469A4ED2BD3415041D47AFEA			
2894D0327093462C97139DA69C1CE6BA	Mountain Bike Sizes	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;NOT&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="C0B87EA574094C3A8F301FC9D48D27F3"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/NOT&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	534B0B2819BD48D58E133D39E6BC596C			
29B0E2F123324BA8A6A6D42B4DF5DD51	Road Bike Handlebar Assembly	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="6D433897A17E44408D6CE1AED0396EDF"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="135FC145CCD24E289B799A293A996B9B"&gt;&lt;/variable&gt;&lt;named-constant id="0B969B5BBFDA4B8C8707D12EC7E06C32"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="D9DB024B9D7B4D91BA9A0636ED55B86D"&gt;&lt;/variable&gt;&lt;named-constant id="084C96CB0A224188B19429E5F062DF0E"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="D9DB024B9D7B4D91BA9A0636ED55B86D"&gt;&lt;/variable&gt;&lt;named-constant id="AF3103163AF5434AA9901ED6DE21876B"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="D9DB024B9D7B4D91BA9A0636ED55B86D"&gt;&lt;/variable&gt;&lt;named-constant id="FA18EEF1F8DB4F029AA7C2A05047F19C"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	45BF68FC62DF4F9195424E118AA778F1			
2CAA1F582D20472AA282AA1E2E720C10	Road Bike Shocks	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="6D433897A17E44408D6CE1AED0396EDF"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="2D9B7374C64243E48AFE004098CD0193"&gt;&lt;/variable&gt;&lt;named-constant id="5B82088622BB4A5B8A2EC6DEDCB77D64"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	9228C7C6FFEB4FF59573D6FB3296C4A0			
2EC43B7FCEA14F8E942638D689AA4FAC	Road Bike X-Small Frame	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="6D433897A17E44408D6CE1AED0396EDF"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="C0B87EA574094C3A8F301FC9D48D27F3"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="84EE381695124933A79919386A6F3972"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78			
2F15DBD6B17A41C2986EC5E20849F4E1	Aluminum Stems	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="F8A8C23F55164844BABDD49C07AA0580"&gt;&lt;/variable&gt;&lt;named-constant id="F60CE00363034BDD8C59FA33E90D663A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="33D9D7931CD3413B8FBED7C380112BB6"&gt;&lt;/variable&gt;&lt;named-constant id="3E86CD78FABE434993F4AB2B1EC2C570"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="33D9D7931CD3413B8FBED7C380112BB6"&gt;&lt;/variable&gt;&lt;named-constant id="9CC4BEFF684B46F798CBB38BA3C04F56"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="33D9D7931CD3413B8FBED7C380112BB6"&gt;&lt;/variable&gt;&lt;named-constant id="D2B39C1CE2F54BB7A767CE7E9ECC7FFF"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="33D9D7931CD3413B8FBED7C380112BB6"&gt;&lt;/variable&gt;&lt;named-constant id="EB4D4F00837A4180AC5569C5DF1110F1"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="33D9D7931CD3413B8FBED7C380112BB6"&gt;&lt;/variable&gt;&lt;named-constant id="5AC5C5429C93497D958E9F1357423FBE"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="33D9D7931CD3413B8FBED7C380112BB6"&gt;&lt;/variable&gt;&lt;named-constant id="CC576077E21F4D52BA6D559EF638A2A8"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	807F7931F4F6480B9B3769BFF4C88140			
301AD6189D3B44F68BA6E0017143C39A	Mtn/Fat Bike Small Frame	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;AND&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="BB931A8CE66D4757B52A98B47EFAC364"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="CC195BCDCA914E9280EB6DEE8413C65A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="900E27BF40D34FDA9C863EBB5AEA6DA9"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78			
3051022393734C538331D430825C678D	Fat Bike Brakes	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="BB931A8CE66D4757B52A98B47EFAC364"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="BCFEACD2D00D4E6C8560B20BE2E34D34"&gt;&lt;/variable&gt;&lt;named-constant id="33DF2BF35E7C480992AE37EFC4E44A7B"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="8ACC8129718F487EAAA2ADDB15408CFB"&gt;&lt;/variable&gt;&lt;named-constant id="9B319A908D764BF499FDE7BB9AD58200"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	1BC64B0F12A9472481A3FE9F51BC4EB6			
31DE2C9D7204409DB08A2DD843C8C8D2	Long Derailleur	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="413F3E8FC699482F915CD089CB730477"&gt;&lt;/variable&gt;&lt;named-constant id="A9B28362CC894EB2871D0CBACFE7A0F3"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="AB33ADB780C04772B27FFB197021CDFD"&gt;&lt;/variable&gt;&lt;named-constant id="A1F393ED06344113B6A3D5B671B88467"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="AB33ADB780C04772B27FFB197021CDFD"&gt;&lt;/variable&gt;&lt;named-constant id="D4F1CCA2E2EC4DAB8C05CB99C5AA2949"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="AB33ADB780C04772B27FFB197021CDFD"&gt;&lt;/variable&gt;&lt;named-constant id="0E53DE3ADA99459E889C820D4FC55CC8"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="AB33ADB780C04772B27FFB197021CDFD"&gt;&lt;/variable&gt;&lt;named-constant id="8A0805F535D248BDBF2AC8B144A36C14"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="AB33ADB780C04772B27FFB197021CDFD"&gt;&lt;/variable&gt;&lt;named-constant id="4FC280B8F3794DF98FFB9BF1E40A5D88"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	0089CDF2BD3C44288B9646A88EC10A54			
