id	source_id	definition	string_notation
0C935BFC814346D5B2A444CD89FC2239	C0FDFF06B79048468B0B31A335CF7944	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="87F9EB4D28904C1CB17A86A39AE66835"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="860C5844157C4505B0B6E473446355AB"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="C9D913C77E784E2F9B5399CC68CBBF91"></named-constant></EQ></AND></expression>	[Frame Color] = [Black/Yellow] AND [Frame Size] = [19 inches] AND [Frame Material] = Titanium
10553F3AE3B74E65A18521515CE7E854	46FAE4A644AD49878D29A17EE689B696	<expression><AND><EQ><variable id="D9DA735CE7B54AA79A71646334CD3D48"></variable><named-constant id="94FA6F6D57684720AFC5F44B7F1D7FC2"></named-constant></EQ><EQ><variable id="B253CC97FEFF45F6B5E086FBB323AB53"></variable><named-constant id="A5D9F1EB9A1D4B9A956A02DDAE7652EA"></named-constant></EQ><EQ><variable id="137AB4D5A3884BEF9751738E9D6E6B6A"></variable><named-constant id="31256E112BC44C89A77D4A588234CAA0"></named-constant></EQ></AND></expression>	[Crankarm Length] = 175mm AND [Crankset Material] = [Aluminum Alloy] AND [Chainring Setup] = Triple
130077984CE54A0297B5BCB0037A8803	69CB76CCCF264834834938D7DBC90083	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="CEC3D9D7CDF14EB59A9060339F623878"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="5D5CF2A579A843798A7C77610C52FAA7"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = [Glossy Black] AND [Frame Size] = [46.5cm] AND [Frame Material] = [Carbon Fiber]
13D014004D154D9695F1871CA88F2927	20419361D10C4CEEACF91666B7CF70E9	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="C4CF804DFF03421F97362CD4A592F7E4"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="2D4ADBD9709C467F8AD29CD359279FAB"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = [Matte Black] AND [Frame Size] = 50cm AND [Frame Material] = [Carbon Fiber]
178265E61F964D9CB311D66640D86FC0	E6CE2D5427AD4D48A512F8EFED49FC9B	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="24D89FDD6AEF4F5D8E48FED4DBCC77D5"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="2D4ADBD9709C467F8AD29CD359279FAB"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = Silver AND [Frame Size] = 50cm AND [Frame Material] = [Carbon Fiber]
180D0D4D5D864C689B98E47E70BB6656	2D03A3FA362B447EB385DCD31AD39191	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="87F9EB4D28904C1CB17A86A39AE66835"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="0ED4F9F6B72C4DC1931B92135F5E17A6"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = [Black/Yellow] AND [Frame Size] = [21 inches] AND [Frame Material] = [Aluminum Alloy]
18E910DED3404A3FB08F156BCEA9F4D7	A339FEFE697D42BDB0E01E529AC9E34D	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="E463F90850B54BA28546E061ACB0683A"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="5D5CF2A579A843798A7C77610C52FAA7"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = Orange AND [Frame Size] = [46.5cm] AND [Frame Material] = [Carbon Fiber]
1B395D30F9B947EBAA43CBDE20FCB0AB	288F3473F25349E1865B92A481C3CCC3	<expression><EQ><variable id="8ACC8129718F487EAAA2ADDB15408CFB"></variable><named-constant id="9B319A908D764BF499FDE7BB9AD58200"></named-constant></EQ></expression>	[Brake Type] = [Disc Brake]
1FD350C564A4474B92D5FA1448B93A25	AA7EBFA6F4074EC9B2E8A59BF11986C9	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="A9A5A06642F3434B8C8BA0006EAC7E19"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="2D4ADBD9709C467F8AD29CD359279FAB"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = Red AND [Frame Size] = 50cm AND [Frame Material] = [Carbon Fiber]
20F58F1B3AC84B0EAAC09034162CAAEB	AE82C609A0A7496F8A597C05272EC7EF	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="87F9EB4D28904C1CB17A86A39AE66835"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="5D5CF2A579A843798A7C77610C52FAA7"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = [Black/Yellow] AND [Frame Size] = [46.5cm] AND [Frame Material] = [Carbon Fiber]
2120A1B58AAB4902AB767DFB8E30A30C	08206F33A8774108AF9F86C261FC6FA2	<expression><EQ><variable id="AB33ADB780C04772B27FFB197021CDFD"></variable><named-constant id="A1F393ED06344113B6A3D5B671B88467"></named-constant></EQ></expression>	[Cogs Combinations] = [10-50]
24AEFC801FF1412782B76F422D5B4A0C	9A0E7FB77BF0460D8FC1FA96ADEC9F2A	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="A9A5A06642F3434B8C8BA0006EAC7E19"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="5D5CF2A579A843798A7C77610C52FAA7"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = Red AND [Frame Size] = [46.5cm] AND [Frame Material] = [Aluminum Alloy]
266B655942F543EB90E86994787B852C	32A603503B814B81B842ACF6FFCFDB6F	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="E463F90850B54BA28546E061ACB0683A"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="C0369CAE69DB46AFAFA73B6B1ECC102D"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = Orange AND [Frame Size] = [55.5cm] AND [Frame Material] = [Carbon Fiber]
2839516342E64881BFBD7B1CB4C09C16	7168C83673574D11B020C56B827AF233	<expression><EQ><variable id="AB33ADB780C04772B27FFB197021CDFD"></variable><named-constant id="D7D1EAB7BCEF4E549012F45FB13C6A60"></named-constant></EQ></expression>	[Cogs Combinations] = [11-25]
2B955B1EF6D341659FE2CF1BF55FB103	9E9E39B9AC5E4D628D9B408222CD9412	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="CEC3D9D7CDF14EB59A9060339F623878"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="2D4ADBD9709C467F8AD29CD359279FAB"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = [Glossy Black] AND [Frame Size] = 50cm AND [Frame Material] = [Carbon Fiber]
2F63BCD25BCF42119A1355643E785283	BC7EB510002D44879B78082BC7C8DC35	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="CEC3D9D7CDF14EB59A9060339F623878"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="F7074143B2E14E85ABB1A9EE5B651F6E"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = [Glossy Black] AND [Frame Size] = [23 inches] AND [Frame Material] = [Aluminum Alloy]
2FFB0D4701ED46D3BEBC34EEDB9506DC	7B7A2DE6111D4096974F23503FC278BC	<expression><EQ><variable id="8ACC8129718F487EAAA2ADDB15408CFB"></variable><named-constant id="2E87E7944B1D42C09862285354CBF12F"></named-constant></EQ></expression>	[Brake Type] = [Cantilever Brake]
31677F4DC9C941A3AE8450E1A93D53C6	D229A5F0C7964E7D9F604427D51CCBE0	<expression><AND><EQ><variable id="D81D79596246475BBCC86A8E6C11F20F"></variable><named-constant id="7751C77C9F8B488F81EA988048D12A94"></named-constant></EQ><EQ><variable id="3141940FEE594ECBB8D0F5654267E499"></variable><named-constant id="920C9A02D79C4EFBA2E7098BAB913BF7"></named-constant></EQ></AND></expression>	[Tire Size] = [27.5 inches] AND [Tire Width] = [1.95 inches]
31863EB91E2B4F93B004AE23657F0F91	D1C39D09CF7B4422A6C5BCE5FDAE816A	<expression><EQ><variable id="AB33ADB780C04772B27FFB197021CDFD"></variable><named-constant id="0E53DE3ADA99459E889C820D4FC55CC8"></named-constant></EQ></expression>	[Cogs Combinations] = [11-42]
319E9456991846EA8284133B42F368E8	0FC434F5EC164D3FA528368F421E7B02	<expression><EQ><variable id="F35D72593E9646A4B7C4DAA0A03283F8"></variable><named-constant id="A31A5022A60746CDAD154E583C5EEBDC"></named-constant></EQ></expression>	[Saddle Material] = Nylon
3300DF5530B2495AB564D453E4B300E9	088293D5C2EE496BB20999457BD28F8D	<expression><AND><EQ><variable id="33D9D7931CD3413B8FBED7C380112BB6"></variable><named-constant id="D2B39C1CE2F54BB7A767CE7E9ECC7FFF"></named-constant></EQ><EQ><variable id="F8A8C23F55164844BABDD49C07AA0580"></variable><named-constant id="F60CE00363034BDD8C59FA33E90D663A"></named-constant></EQ></AND></expression>	[Stem Length] = [2.75 inches] AND [Stem Material] = Aluminum
358B5EEB0E0047E6A4C5291167347B01	EE31C7F6E96048B08C128B253D62E277	<expression><AND><EQ><variable id="785B653D5FCB4EFAA22233667DFADB61"></variable><named-constant id="0078DBF1452C4CD8B879E32F9972F1DC"></named-constant></EQ><EQ><variable id="EAD8CFDF9E794159AEEE3702498FFBFE"></variable><named-constant id="270DD95FB74C4673ADE624D3BCC74C06"></named-constant></EQ></AND></expression>	[Seatpost Material] = Carbon AND [Seatpost Suspension] = [No Suspension]
384EE5946ED341E88A77BF65DC720711	5E0A6B19BBE34A0DBA020E46E8474E9F	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="A9A5A06642F3434B8C8BA0006EAC7E19"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="6AC30EAC60FE45C0A929DE61E4BA03E6"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = Red AND [Frame Size] = [58.5cm] AND [Frame Material] = [Carbon Fiber]
38DE38F1DF5442DDA843876B106201A0	F262D6671EA4492799D0E90A7C13B734	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="E463F90850B54BA28546E061ACB0683A"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="84EE381695124933A79919386A6F3972"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = Orange AND [Frame Size] = 42cm AND [Frame Material] = [Aluminum Alloy]
3A1E19729FEE4AFFAE902FE78394A691	EA1CD39658034696B6C1E872AA24C05A	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="CEC3D9D7CDF14EB59A9060339F623878"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="2D4ADBD9709C467F8AD29CD359279FAB"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = [Glossy Black] AND [Frame Size] = 50cm AND [Frame Material] = [Aluminum Alloy]
3B4E402C857648D98B5D1EACDB49AF04	AF289F1EA4B84224A23C0FED9A0327E7	<expression><AND><EQ><variable id="D81D79596246475BBCC86A8E6C11F20F"></variable><named-constant id="BA0B1591E8F144FC9E0D0551727BDD5A"></named-constant></EQ><EQ><variable id="3141940FEE594ECBB8D0F5654267E499"></variable><named-constant id="0CF1FDAE3A054376AC13BCFDDBBEC0E6"></named-constant></EQ></AND></expression>	[Tire Size] = 700c AND [Tire Width] = 25c
3D373361B5E14FD7A5C528AE091D43E4	C4D104FC634F48CFA29BE656935C8EA8	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="A9A5A06642F3434B8C8BA0006EAC7E19"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="0ED4F9F6B72C4DC1931B92135F5E17A6"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="C9D913C77E784E2F9B5399CC68CBBF91"></named-constant></EQ></AND></expression>	[Frame Color] = Red AND [Frame Size] = [21 inches] AND [Frame Material] = Titanium
4289632A27234880960247CFAA54951F	8FF510A0517E4AFD82BFA0C7FCC7B913	<expression><AND><EQ><variable id="33D9D7931CD3413B8FBED7C380112BB6"></variable><named-constant id="EB4D4F00837A4180AC5569C5DF1110F1"></named-constant></EQ><EQ><variable id="F8A8C23F55164844BABDD49C07AA0580"></variable><named-constant id="F60CE00363034BDD8C59FA33E90D663A"></named-constant></EQ></AND></expression>	[Stem Length] = [3.9 inches] AND [Stem Material] = Aluminum
43EBB70006174C6E825C7CA23F21EAF4	0E8A604A34604DE086ADC74DF9546B8F	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="87F9EB4D28904C1CB17A86A39AE66835"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="84EE381695124933A79919386A6F3972"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = [Black/Yellow] AND [Frame Size] = 42cm AND [Frame Material] = [Carbon Fiber]
442031A4F2964E59B613EBC513E586F4	5A775629EF96424E9E20852505F7C138	<expression><AND><EQ><variable id="A21583C25A2140B8AFEA05CCAC47FF7C"></variable><named-constant id="494928E8BEE54C4F8BB377776D541CA6"></named-constant></EQ><EQ><variable id="835C3DE1411B459AB975C9ABF2F46739"></variable><named-constant id="8BD0C007C2BF40139D6BA0DE5685A215"></named-constant></EQ></AND></expression>	[Bottom Bracket Type] = Threaded AND [Bottom Bracket Width] = 68mm
4619F979CC834FE4B12B60FDA4298A65	D8E486C358DD4BC9B369AED9ECA75C02	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="87F9EB4D28904C1CB17A86A39AE66835"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="860C5844157C4505B0B6E473446355AB"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = [Black/Yellow] AND [Frame Size] = [19 inches] AND [Frame Material] = [Carbon Fiber]
49E2EDDC5EA94E8D87D0ADDF0DC9B916	9C28ECEEB4A24EA5A176033D1D822E36	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="CEC3D9D7CDF14EB59A9060339F623878"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="6AC30EAC60FE45C0A929DE61E4BA03E6"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></AND></expression>	[Frame Color] = [Glossy Black] AND [Frame Size] = [58.5cm] AND [Frame Material] = [Aluminum Alloy]
4BD78E2243AB4003AF63E5A0F8D477BC	F74A1E919BDE409DAC95E983EE0387A5	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="C4CF804DFF03421F97362CD4A592F7E4"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="C0369CAE69DB46AFAFA73B6B1ECC102D"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = [Matte Black] AND [Frame Size] = [55.5cm] AND [Frame Material] = [Carbon Fiber]
4D505614F6DB495A87C0F4ABDE5BE17D	8995777E99A84FE09868E59F731392C2	<expression><AND><EQ><variable id="6366853A7D5248179A8EB8FB32815565"></variable><named-constant id="F03552CE264F4EFEB495622B8DF97CD9"></named-constant></EQ><EQ><variable id="282D35D4D4DD4488B6C79675050E76B9"></variable><named-constant id="6CD77033AFF14CDEAB73C83FB6FD5D78"></named-constant></EQ></AND></expression>	[Rim Size] = 700c AND [Rim Width] = 25c
4F373564D74F4C438EB1C19D016ABE8D	3DC816B6D3164C1AB1855FFC93AB6A99	<expression><AND><EQ><variable id="33D9D7931CD3413B8FBED7C380112BB6"></variable><named-constant id="3E86CD78FABE434993F4AB2B1EC2C570"></named-constant></EQ><EQ><variable id="F8A8C23F55164844BABDD49C07AA0580"></variable><named-constant id="F60CE00363034BDD8C59FA33E90D663A"></named-constant></EQ></AND></expression>	[Stem Length] = [2 inches] AND [Stem Material] = Aluminum
4FFC34CA26F34001B02062699CA0EE88	ADC92F210C0845918D136AA6D767A238	<expression><AND><EQ><variable id="199DC979D2874964BDA9871CBA809E2D"></variable><named-constant id="30D5C2027A6B46F885A0CED29589C6E9"></named-constant></EQ><EQ><variable id="413F3E8FC699482F915CD089CB730477"></variable><named-constant id="A9B28362CC894EB2871D0CBACFE7A0F3"></named-constant></EQ></AND></expression>	[Derailleur Material] = [Carbon Fiber] AND [Cage Length] = Long
5185E206048A4716AFC883D1BC40F1EE	432E250B4914458B862ACA624FB09DC7	<expression><AND><EQ><variable id="D81D79596246475BBCC86A8E6C11F20F"></variable><named-constant id="C126CADCF6BE4F4DA0CB87CF783CDE72"></named-constant></EQ><EQ><variable id="3141940FEE594ECBB8D0F5654267E499"></variable><named-constant id="920C9A02D79C4EFBA2E7098BAB913BF7"></named-constant></EQ></AND></expression>	[Tire Size] = [29 inches] AND [Tire Width] = [1.95 inches]
562862EC55D74AEF817ED283D2BCCAE3	D7F1D00D8FF24019A9B16429CB63DBB7	<expression><EQ><variable id="BCFEACD2D00D4E6C8560B20BE2E34D34"></variable><named-constant id="33DF2BF35E7C480992AE37EFC4E44A7B"></named-constant></EQ></expression>	[Brake Lever Type] = [Hydraulic Disc Brake Lever]
5C9DFA2D694143AEBF2DEBFD728DD9E1	8167868949D84A35BD4539C4B7461613	<expression><AND><EQ><variable id="6366853A7D5248179A8EB8FB32815565"></variable><named-constant id="8559DF3846014E008B65B3133CEC1271"></named-constant></EQ><EQ><variable id="282D35D4D4DD4488B6C79675050E76B9"></variable><named-constant id="B4B79AF820334BA991A4A7C6BDB4F44C"></named-constant></EQ></AND></expression>	[Rim Size] = [29 inches] AND [Rim Width] = [1.95 inches]
5EDF868F157946B292C0F6C6EA35F253	F74E5CC10A26406DA8DAF5B5A1E5E0AE	<expression><AND><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="24D89FDD6AEF4F5D8E48FED4DBCC77D5"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="C0369CAE69DB46AFAFA73B6B1ECC102D"></named-constant></EQ><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"></named-constant></EQ></AND></expression>	[Frame Color] = Silver AND [Frame Size] = [55.5cm] AND [Frame Material] = [Carbon Fiber]
