id	item_number	name
7DF000E1B09D4FD8B1ECC1BA5A71FAA6	0062	11-Speed
82FE7F47E39F4628A2DB8F2C53AAB3AD	0063	Non-Threaded
848C6DE78E3A4F92BB2006E7F5F07192	0064	Cantilever Brake Lever
84EE381695124933A79919386A6F3972	0065	42cm
8559DF3846014E008B65B3133CEC1271	0066	29 inches
860C5844157C4505B0B6E473446355AB	0067	19 inches
87F9EB4D28904C1CB17A86A39AE66835	0068	Black/Yellow
88213802AF8C488C9354723B18E6F49C	0069	Grooved
88CD6559FF5E48A4BC2D02D80A8204D0	0070	73mm
8A0805F535D248BDBF2AC8B144A36C14	0071	11-46
8BD0C007C2BF40139D6BA0DE5685A215	0072	68mm
8E4BDCAEAA0E4F6E8FD0563F25BFADFE	0073	Aluminum
8E609D92FDEF4B7A9CA1E5D2346B552D	0074	Steel
900E27BF40D34FDA9C863EBB5AEA6DA9	0075	17 inches
920C9A02D79C4EFBA2E7098BAB913BF7	0076	1.95 inches
94FA6F6D57684720AFC5F44B7F1D7FC2	0077	175mm
95544F8E59D848F491DDC9CD17AC2ABB	0078	180mm
9A483AD6171C4269BAC7D002F0581B3A	0079	24.4 inches
9A765453105B4456BF4AAC7863FE9A7F	0080	30.7 inches
9B319A908D764BF499FDE7BB9AD58200	0081	Disc Brake
9CC4BEFF684B46F798CBB38BA3C04F56	0082	2.3 inches
A1F393ED06344113B6A3D5B671B88467	0083	10-50
A31A5022A60746CDAD154E583C5EEBDC	0084	Nylon
A5874874453E48549A629879E62EC2EE	0085	Aluminum Alloy
A5D9F1EB9A1D4B9A956A02DDAE7652EA	0086	Aluminum Alloy
A8247861D36642C29C7AD79A6439C623	0087	9-Speed
A9A5A06642F3434B8C8BA0006EAC7E19	0088	Red
A9B28362CC894EB2871D0CBACFE7A0F3	0089	Long
AB98C4832A2444C7A55BCBA4C05E9B06	0090	Road Clipless Pedal
AC46871F3B4E4FD4827414D25F6642B5	0091	23mm
AF3103163AF5434AA9901ED6DE21876B	0092	16.5 inches
B2219ADD40CD4407B592A29A247A6C50	0093	80mm
B31F67FF90FF4262A4093D0EF6AF922E	0094	Single
B4B79AF820334BA991A4A7C6BDB4F44C	0095	1.95 inches
B88793F0745F47F7A436A16E5714EF13	0096	Leather
BA0B1591E8F144FC9E0D0551727BDD5A	0097	700c
BB931A8CE66D4757B52A98B47EFAC364	0098	Fat Bike
BE8B63AB75B440DAB6AB3E3AE984E807	0099	Hydraulic Suspension
C0369CAE69DB46AFAFA73B6B1ECC102D	0100	55.5cm
C0B87EA574094C3A8F301FC9D48D27F3	0101	X-Small
C126CADCF6BE4F4DA0CB87CF783CDE72	0102	29 inches
C4CF804DFF03421F97362CD4A592F7E4	0103	Matte Black
C545A3F992FC49DD889993240F2A2AE9	0104	Mechanical Suspension
C97282020BA94EBCA2A49FDA52FF23E4	0105	Rear Shocks
C9D913C77E784E2F9B5399CC68CBBF91	0106	Titanium
CC195BCDCA914E9280EB6DEE8413C65A	0107	Small
CC576077E21F4D52BA6D559EF638A2A8	0108	3.5 inches
CE70331CA8C441C698758AF8AB008B28	0109	Compact
CEC3D9D7CDF14EB59A9060339F623878	0110	Glossy Black
D1AEA4A661FF46B2A780A8CC8D2AC81A	0111	Aluminum
D2B39C1CE2F54BB7A767CE7E9ECC7FFF	0112	2.75 inches
D4F1CCA2E2EC4DAB8C05CB99C5AA2949	0113	10-42
D7D1EAB7BCEF4E549012F45FB13C6A60	0114	11-25
DAA027D2E04449ED9A6E6713E61CF338	0115	30mm
DAEEF56B9586453D9B4176093D7D3F0B	0116	10-Speed
DB31633D73804BC2A15ACCD521B5D084	0117	170mm
DB55BDBB1C2F4D7B89D82F2D0C8AC7E9	0118	2.3 inches
E131455A526A46ABA459AAB717021DA2	0119	Steel
E1330829E8CE445086A6BEC2262AD83E	0120	165mm
E1CCB25E1E0F48FDA603A990A5038A5E	0121	Medium
E463F90850B54BA28546E061ACB0683A	0122	Orange
E51D2D16AB3048799298A2F3FF29F051	0123	28mm
E5CD0504052F4C749AA667C88BD35744	0124	23c
E75F79E6CC5E423AA813126167C638CB	0125	185mm
E8CC4C9A1F8D401183D6B64B4F94177C	0126	Aluminum
EAADA207638040219823D7CB87764A81	0127	Titanium
EB4D4F00837A4180AC5569C5DF1110F1	0128	3.9 inches
F03552CE264F4EFEB495622B8DF97CD9	0129	700c
F12FBDB21FCD4D3CAB1C66417DAA9E86	0130	X-Large
F60CE00363034BDD8C59FA33E90D663A	0131	Aluminum
F7074143B2E14E85ABB1A9EE5B651F6E	0132	23 inches
F9286CC5DCE640B5B26255B064AFBB84	0133	Riser Bar
FA18EEF1F8DB4F029AA7C2A05047F19C	0134	17.3 inches
FADE8F33455D4DD6B920531183F874F3	0135	80-120mm
FAFB71DDB70F4F838414F97164EAF101	0136	110-140mm
