id	item_number	name	classification	make_buy
5883D71F89E045739A0C8B4463607168	FR-4807	Orange 55.5 cm Aluminum Alloy Frame	Assembly	Buy
5889188C13174103A3AA69D23C7D6A28	FR-4933	Glossy Black 14 inch cm Titanium Frame	Assembly	Buy
58AF7FDFB5774353AE7E2D2DE0A0AFBD	FR-8466	Red 42 cm Carbon Fibre Frame	Assembly	Buy
5A970D681EB04DB48B59FB7E053C2600	WS-5398	Road Bike 700c Wheelset	Assembly	Make
5AB04A74A74E403CAD172796F76E0D92	FR-6427	Red 55.5 cm Aluminum Alloy Frame	Assembly	Buy
5B1FDC288DEC4A7A98DFAFF4A3ACFD10	CB-4581	Steel Spider Bolts	Component	Buy
5C0CA0D574BD4083BEE4B087B9F2BF08	FR-2505	Red 53.5 cm Aluminum Alloy Frame	Assembly	Buy
5DD9D047D77B4DDFAEF4D72528FC3610	RM-2024	M1900 Spline 27mm rim - 27.5"	Component	Buy
5E035B6BCEA4442CBEF7A6F3C79C1F42	FR-7639	Glossy Black 23 inch cm Titanium Frame	Assembly	Buy
5ED6B444170A46FE82A4CF27D768AFB6	FR-2832	Glossy Black 42 cm Carbon Fibre Frame	Assembly	Buy
61B943F4BC4A4AC9A22B5E0E9F41924F	TB-9999	2" Stainless Steel Tubing	Component	Make
61DCB0EDEBCC4960B35B4CBD66ABEE87	FR-1640	Yellow Black 19 inch cm Carbon Fibre Frame	Assembly	Buy
63296BA4F1C04702A02470EE780138FC	FR-8319	Silver 42 cm Carbon Fibre Frame	Assembly	Buy
648CA3FD86844DDEBCDCF22BE7427A50	HBCMP-0001	31.8mm Handlebar Clamp	Component	Make
64E2D1B177764ECABEA5DE31F591A32F	TR-2233	Rail 29" X 1.95" 72tpi	Component	Buy
652153F45E7248E9B0AA7011F6962D54	FR-2685	Glossy Black 53.5 cm Aluminum Alloy Frame	Assembly	Buy
6546A0DA4D0F44A9A6667511D79A4343	FR-1880	Red 46.5 cm Carbon Fibre Frame	Assembly	Buy
66D9062BC47842B284502AAB5C6E167B	TR-6672	Rail 27.5" X 1.95" 72tpi	Component	Buy
67B8DC7D3CA54B1E87A2AD6433F925B4	FR-3615	Red 53.5 cm Carbon Fibre Frame	Assembly	Buy
68532B81DA0A4A33AECCB0AAA1F66789	FR-4464	Red 23 inch cm Titanium Frame	Assembly	Buy
69316E7985684BF5AE0C2F6A781C98EF	TB-6002	2.75" EA90 Aluminum Tubing	Component	Make
6A3F007E9CD348E8914AAA4BBBB2655C	SD-7457	SMP Well Black Nylon Saddle	Component	Buy
6B2554CBCE40426081D49A856ECA422C	CS-1714	11-42 Nickel-Plated Casette	Assembly	Buy
6E29134C7AEB41BF934EA7E3BD033637	TB-6005	4.3" EA90 Aluminum Tubing	Component	Make
6E48E203E1BB46B8906A9675CB81BFFB	BL-R550	BL-R550 Brake Lever	Assembly	Buy
6EA1C093299C41948E7854D8E541D4B7	FR-4928	Yellow Black 14 inch cm Aluminum Alloy Frame	Assembly	Buy
6F66BD6826634477BCD5A1C63B0909C1	FRK-2672	Travel N/A Black Carbon blades, Aluminum Alloy Steerer Fork	Assembly	Buy
6FBAC6E86F514CD19B11AF0A79B8017D	RM-2026	Oval W535 alloy clincher, 21mm rim - 700c	Component	Buy
73495297CC39460384E111D0CA6D28B2	CS-9326	11-28 Nickel-Plated Casette	Assembly	Buy
7629722FDBFB458CA11A6F636939C54F	FR-8835	Glossy Black 58.5 cm Aluminum Alloy Frame	Assembly	Buy
776F67E59D5C4DC4A690F136DDBE5365	CS-6396	175mm 11-Speed Carbon Fiber Standard Chainring Crankset	Assembly	Make
7991E3B40D9041C88E4B01E5011399B5	FR-3115	Yellow Black 50 cm Aluminum Alloy Frame	Assembly	Buy
7CD138EB3EA343E0B7359072E3259D3F	FR-1566	Glossy Black 46.5 cm Aluminum Alloy Frame	Assembly	Buy
7CFE3D6544BA4D9D8AD130CD1E5AD442	FR-1412	Orange 53.5 cm Aluminum Alloy Frame	Assembly	Buy
826631BED00A482B86A3A9114A1866ED	FR-7552	Silver 55.5 cm Carbon Fibre Frame	Assembly	Buy
85422C70C70F4D6BA34CE8FE9D7AD2DB	CS-6123	170mm 11-Speed Aluminum Alloy Direct Mount Crankset	Assembly	Make
85F537B4F0FB4067A62130289BF6D30B	FR-4237	Orange 42 cm Carbon Fibre Frame	Assembly	Buy
89D6605395794CDAAB7302F06775E831	CR-4751	Narrow Wide CINCH Direct Mount Black 22T Chainring	Component	Buy
8AC0B8F208C94182B2E830413D139C68	FRK-7560	150-170mm Travel Fast-Black Coated Aluminum Fork	Assembly	Buy
8BC7DA1323474E628818F2D1AAE389A7	FR-4447	Glossy Black 46.5 cm Carbon Fibre Frame	Assembly	Buy
8D6F34049484460E97447FA051C58020	CN-6735	6/7/8-Speed nickel-plated steel chain	Component	Buy
8D7D5543835042DB9FF9F01AF3D79858	FRK-9324	Travel N/A Black Steel Fork	Assembly	Buy
8DFD30A4822942F8A2DFF7D2AC160603	FR-2648	Glossy Black 19 inch cm Titanium Frame	Assembly	Buy
8E5C6C7DE21740A78FA322529A6D7420	FR-4011	Glossy Black 58.5 cm Carbon Fibre Frame	Assembly	Buy
8E98A57123294F45B3FB09A0A9006D10	CSP-8754	Aluminum Alloy Crank Spider	Assembly	Buy
8EAC9443D350441FB11EB11D9A4DF894	FR-2778	Matte Black 50 cm Carbon Fibre Frame	Assembly	Buy
8FAA2208C9A341DD919D0D22912A522A	FR-3935	Orange 55.5 cm Carbon Fibre Frame	Assembly	Buy
913DCF32529248B7A3301265704E00A2	FR-9999	Glossy Black 21" Stainless Steel Frame	Assembly	Buy
927063E871A445FFAB8609FA5FF167C9	RD-2360	Aluminum 11-Speed Short Rear Derailleur	Assembly	Buy
9279C1A042EE4E36838425FB6C9B3F01	CS-5736	10-42 Chromoly Steel Cassette	Assembly	Buy
934E4B64779F4F8482EA1E1973FBB40C	FR-6459	Glossy Black 55.5 cm Carbon Fibre Frame	Assembly	Buy
95A6724418B445388343C9C2ADA62439	FR-4395	Silver 46.5 cm Carbon Fibre Frame	Assembly	Buy
9774A8A808D44E98BA733A133127D795	WS-8336	Mountain Bike 26" Wheelset	Assembly	Make
97C9449C22A54830A2D5672627805110	FR-5081	Orange 50 cm Carbon Fibre Frame	Assembly	Buy
9A654ADE8058495296B21A0541A56310	FR-8013	Yellow Black 53.5 cm Aluminum Alloy Frame	Assembly	Buy
9C55560E392F42FDB2B42CF292DAD050	SHF-5876	11 Speed STI Shifters	Assembly	Buy
9DD98256E8DC4301A7DA537A9564FBA0	FR-7281	Yellow Black 58.5 cm Aluminum Alloy Frame	Assembly	Buy
A3A9FA7A42E044C6AC393209B871A433	HB-2501	CL-26 front disc hub	Component	Buy
A412458EF587439D996611C1FFD5EF89	FR-4493	Silver 50 cm Carbon Fibre Frame	Assembly	Buy
A44B2A3161FC4277A9F99C50E88A7317	FR-4655	Glossy Black 21 inch cm Carbon Fibre Frame	Assembly	Buy
A631D7D4F97C48C6A798BF7ECAC6C570	HB-8948	24.4" Aluminum Flat Bar	Component	Buy
A635C774A5EF401EBD94BC664CCD44A8	SP-9865	SL Aluminum Switch, dropper, 30.9mm	Component	Buy
A8E12065DED94436AA66228F961729B7	SD-7456	SMR3 Pro Black Carbon Saddle	Component	Buy
AEB453AD335A4E66A0CA08ED83EA1D19	FR-4635	Yellow Black 17 inch cm Aluminum Alloy Frame	Assembly	Buy
B031405A578E4F7E94325238CB37E86F	FR-7646	Yellow Black 17 inch cm Carbon Fibre Frame	Assembly	Buy
B0ED3E03B64044888B8DF2A38A2A405C	FR-7048	Matte Black 46.5 cm Carbon Fibre Frame	Assembly	Buy
B1F920E022194F5498BEF229558BFBF3	CS-5911	11-25 Nickel-Plated Casette	Assembly	Buy
B4D44586977948118035EB6F2D1FF530	HB-2303	16.5" Aluminum Drop Bar	Component	Buy
B747E99A4BEF49939290524E46C392B2	FR-1092	Yellow Black 53.5 cm Carbon Fibre Frame	Assembly	Buy
B795F7BF43D24D2884FE08AD102743F9	FR-1185	Glossy Black 53.5 cm Carbon Fibre Frame	Assembly	Buy
B96CAF5A5C4D4E9899F16840691B537F	BR-6319	BR-CX50 Cantilever Brakes	Assembly	Buy
BA98102899AC42FE87E00B9FCE594ED2	HB-9456	15.7" Aluminum Drop Bar	Component	Buy
BAF88B4E63D543AA8D6C97610A29A04D	FR-5805	Orange 46.5 cm Carbon Fibre Frame	Assembly	Buy
BDADF015A8C94AF3B398C480EF803B0E	STM-6004	EA90 Aluminum 3.9" Stem	Assembly	Make
BDCF301476FB47BAA42B39A761B35402	FR-3250	Glossy Black 17 inch cm Aluminum Alloy Frame	Assembly	Buy
BE6910B731D34FB4AB48EF3C785C8E59	FR-7694	Glossy Black 21 inch cm Titanium Frame	Assembly	Buy
C051B8DB01CF40C9AA08E09449D5A504	FR-2546	Yellow Black 23 inch cm Aluminum Alloy Frame	Assembly	Buy
C219AE65BE194897A05A863B91FD59C5	FR-3823	Yellow Black 19 inch cm Aluminum Alloy Frame	Assembly	Buy
C2C4CAF0467746A7A99B219693C5E784	FR-3670	Matte Black 50 cm Aluminum Alloy Frame	Assembly	Buy
C371CDB10CBE4E47B2E583DEF5A9055D	FR-4441	Orange 53.5 cm Carbon Fibre Frame	Assembly	Buy
C4C385C2AA1447FD883FFB2143EE5DDF	BL-3757	SLX Hydraulic Disc Brake Lever	Assembly	Buy
C813BECC548F432DBD26E306047A94E0	TR-9377	Bulldozer 26" X 3.9" 72tpi	Component	Buy
C96B308E7AD048769757482EE360B4DA	PD-7459	MTB SPD Pedals	Component	Buy
CABCB1274E6E4B209031D4A260108408	FR-6828	Silver 42 cm Aluminum Alloy Frame	Assembly	Buy
CB1F332761FE45A5B1C266E4A3312C72	BB-9093	Threaded 73mm Bottom Bracket	Component	Buy
CBCE2163158B4E0DA02ADD83EF3C9FB6	FR-6773	Orange 50 cm Aluminum Alloy Frame	Assembly	Buy
CCE028EADF7D42C498C1A2AAB06EB2ED	FR-2532	Yellow Black 55.5 cm Aluminum Alloy Frame	Assembly	Buy
CD736F6515B54FF0A0B52621F76F325E	FR-1980	Matte Black 42 cm Carbon Fibre Frame	Assembly	Buy
CDF944BB551042DCA521E52393741079	BB-9090	Non-Threaded 63mm Bottom Bracket	Component	Buy
CEA221E5CC044378BF54CA1949554C00	CS-8293	11-46 Nickel-Plated Casette	Assembly	Buy
D0A68D63621D40BB9168858C396DC768	TR-3081	Rail 26" X 1.95" 72tpi	Component	Buy
D2AF81223E8242E48FCB8672469030F4	CS-4208	11-30 Nickel-Plated Casette	Assembly	Buy
D2D1F3239FC84F548EA96FD47F58FB78	HB-9556	30.7" Aluminum Riser Bar	Component	Buy
D346EACB7ADF4D6ABF773E7209E3A584	RM-2022	26" 100mm 32h	Component	Buy
D451C9FE43BC416BB38DFC8A188B22E4	CA-2923	175mm Carbon Fiber Hollow Crank Arm	Component	Buy
D51DCA01994145B69F8FDE78CCFD5EF3	STM-6000	EA90 Aluminum 2" Stem	Assembly	Make
D5D00762AC884946BDF1B733A44A97B4	CS-8518	11-34 Nickel-Plated Casette	Assembly	Buy
D5D32B62CC034A0FAA859B3CD685ED38	FR-2990	Orange 58.5 cm Carbon Fibre Frame	Assembly	Buy
D80A7A1919F84B519E2A59604CEA3F3D	HB-2105	DHG-150 front disc hub	Component	Buy
D92E85C6BC984F8599D97F636DBC153B	FR-8757	Yellow Black 50 cm Carbon Fibre Frame	Assembly	Buy
DB3FE1445B564769B724BF3795F8A494	BB-9091	Threaded 63mm Bottom Bracket	Component	Buy
DBC5B5493C7B46C6A62242AFF3D1FDCD	FR-2186	Matte Black 53.5 cm Carbon Fibre Frame	Assembly	Buy
DED5D36A4D81404D9E1A04249F479082	FR-5875	Red 17 inch cm Titanium Frame	Assembly	Buy
DEFA2085893D4D9BA5A4A2F1337E6E22	FR-2028	Yellow Black 46.5 cm Aluminum Alloy Frame	Assembly	Buy
E3252E0C45264809BF336C1744F1C831	RD-2362	Carbon Fiber 11-Speed Short Rear Derailleur	Component	Buy
E3447BC0A8A6497ABBF9C7E756F4F05A	FR-4671	Yellow Black 19 inch cm Titanium Frame	Assembly	Buy
E46B7CED44264149904CC1B46DEDD3DB	TB-6003	3.5" EA90 Aluminum Tubing	Component	Make
E48782E4401F47DDA225259C9856D761	TB-6004	3.9" EA90 Aluminum Tubing	Component	Make
E66C80DA7E6247F1BEEAF4A663E48B3F	FR-3449	Red 21 inch cm Titanium Frame	Assembly	Buy
E8BA8BC8F1A74FE0814F9A3EA9103E49	FR-3524	Red 55.5 cm Carbon Fibre Frame	Assembly	Buy
ED5D2B1C53C9441CB33F2A1C6ECF8049	FR-6504	Yellow Black 21 inch cm Aluminum Alloy Frame	Assembly	Buy
EFC24FC27F22422DBAC268010730C61D	OEW	Open end Wrench	Component	Make
EFCB2E9A087446BBAC6E023C1A56DF64	CS-4268	10-50 Stamped Steel Cassette	Assembly	Buy
F387A347E4C64F388DFE3CFCA8C772EB	FR-3211	Orange 46.5 cm Aluminum Alloy Frame	Assembly	Buy
F4EA6DA08C864716B474BE57D13B829E	BLT-0001	4mm Steel Allen Bolt	Component	Buy
F6DD546A5AF54D44972633BEDED22844	FR-5116	Glossy Black 14 inch cm Carbon Fibre Frame	Assembly	Buy
FA3F6AB47C1348909DF688DD85D86365	FR-7626	Glossy Black 19 inch cm Aluminum Alloy Frame	Assembly	Buy
FA507AFB885246E2981375866B3C614C	FR-8537	Glossy Black 50 cm Aluminum Alloy Frame	Assembly	Buy
FBA227F286814F70B6E39D89A4A1A18D	FR-4875	Red 19 inch cm Titanium Frame	Assembly	Buy
FC02B36A9D854A158F1C5A0F6921FAF4	CA-4221	170mm Carbon Fiber Hollow Crank Arm	Component	Buy
FC799506D45F437FA69B8BDE049F96A5	TR-8550	Apache 700 X 25c	Component	Buy
