id	definition	source_id	related_id		
10B23D46D9CF444190A325A7BDF15819	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="A21583C25A2140B8AFEA05CCAC47FF7C"&gt;&lt;/variable&gt;&lt;named-constant id="494928E8BEE54C4F8BB377776D541CA6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="835C3DE1411B459AB975C9ABF2F46739"&gt;&lt;/variable&gt;&lt;named-constant id="88CD6559FF5E48A4BC2D02D80A8204D0"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	39FC0A35469A4ED2BD3415041D47AFEA	CB1F332761FE45A5B1C266E4A3312C72		
14A52E0CD9EB4333AD37517ABCB39014	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="A21583C25A2140B8AFEA05CCAC47FF7C"&gt;&lt;/variable&gt;&lt;named-constant id="494928E8BEE54C4F8BB377776D541CA6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="835C3DE1411B459AB975C9ABF2F46739"&gt;&lt;/variable&gt;&lt;named-constant id="8BD0C007C2BF40139D6BA0DE5685A215"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	39FC0A35469A4ED2BD3415041D47AFEA	DB3FE1445B564769B724BF3795F8A494		
18FF8C7FC84C4D0CBB0001EFA8D23D75	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="D81D79596246475BBCC86A8E6C11F20F"&gt;&lt;/variable&gt;&lt;named-constant id="BA0B1591E8F144FC9E0D0551727BDD5A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="3141940FEE594ECBB8D0F5654267E499"&gt;&lt;/variable&gt;&lt;named-constant id="0CF1FDAE3A054376AC13BCFDDBBEC0E6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	12213A28901844C49CC05AD755D5A743	FC799506D45F437FA69B8BDE049F96A5		
1B4D6545C7604338AC99DF3B5578EAF8	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="CEC3D9D7CDF14EB59A9060339F623878"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="0ED4F9F6B72C4DC1931B92135F5E17A6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="C9D913C77E784E2F9B5399CC68CBBF91"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78	BE6910B731D34FB4AB48EF3C785C8E59		
1CF32731B2E84367A71D8BF73627A442	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="24D89FDD6AEF4F5D8E48FED4DBCC77D5"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="C0369CAE69DB46AFAFA73B6B1ECC102D"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78	826631BED00A482B86A3A9114A1866ED		
248987C6BA284B49BA6849BB682D2E2F	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="E463F90850B54BA28546E061ACB0683A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="84EE381695124933A79919386A6F3972"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78	85F537B4F0FB4067A62130289BF6D30B		
24EB0D1F40834BCA82A6C8FAA3CEE5EA	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="6366853A7D5248179A8EB8FB32815565"&gt;&lt;/variable&gt;&lt;named-constant id="8559DF3846014E008B65B3133CEC1271"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="282D35D4D4DD4488B6C79675050E76B9"&gt;&lt;/variable&gt;&lt;named-constant id="B4B79AF820334BA991A4A7C6BDB4F44C"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	441C39D9CBFC4B6FB9FB2A7FA96B8354	0F988173E012417B97C339C7153A6385		
274F9B6A4DBA4C69BE052CA0B285FDCD	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="87F9EB4D28904C1CB17A86A39AE66835"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="900E27BF40D34FDA9C863EBB5AEA6DA9"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="A5874874453E48549A629879E62EC2EE"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78	AEB453AD335A4E66A0CA08ED83EA1D19		
276EE3BA00564F3B85BF412639549989	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="CEC3D9D7CDF14EB59A9060339F623878"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="0ED4F9F6B72C4DC1931B92135F5E17A6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78	A44B2A3161FC4277A9F99C50E88A7317		
27B37AD451754938912FF63B5EE8A740	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="24D89FDD6AEF4F5D8E48FED4DBCC77D5"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="6AC30EAC60FE45C0A929DE61E4BA03E6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78	10524C84ECD04268A97E2DC8783818FC		
289CE2101604426C8667205E368881DD	&lt;expression&gt;&lt;EQ&gt;&lt;variable id="AB33ADB780C04772B27FFB197021CDFD"&gt;&lt;/variable&gt;&lt;named-constant id="4FC280B8F3794DF98FFB9BF1E40A5D88"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/expression&gt;	64192E41866B47E1BC8C2CE2536C2B2A	0F792BD3DDC1470BB07F3E83329C1297		
2B343811D4AB4A79856AE72AB7C357EE	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="87F9EB4D28904C1CB17A86A39AE66835"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="6AC30EAC60FE45C0A929DE61E4BA03E6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="A5874874453E48549A629879E62EC2EE"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78	9DD98256E8DC4301A7DA537A9564FBA0		
2C034B6457E84B8C9B44E9C0F5856DC2	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="CEC3D9D7CDF14EB59A9060339F623878"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="2D4ADBD9709C467F8AD29CD359279FAB"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78	586A9BEE5D56457ABBE011B6D86183B4		
2C12DC823FAF479D948BDEC8082045F7	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="A9A5A06642F3434B8C8BA0006EAC7E19"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="6AC30EAC60FE45C0A929DE61E4BA03E6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="A5874874453E48549A629879E62EC2EE"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78	4FD95E6A218B40269995AFC3689C4F37		
2CD801908C324F0686C87E5EA8F26D84	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="A21583C25A2140B8AFEA05CCAC47FF7C"&gt;&lt;/variable&gt;&lt;named-constant id="82FE7F47E39F4628A2DB8F2C53AAB3AD"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="835C3DE1411B459AB975C9ABF2F46739"&gt;&lt;/variable&gt;&lt;named-constant id="88CD6559FF5E48A4BC2D02D80A8204D0"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	39FC0A35469A4ED2BD3415041D47AFEA	189BA14FCE464D2BAAF5A3E4D0C21FFF		
2ECF96407FAB42D69DB5F92427BDE750	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="24D89FDD6AEF4F5D8E48FED4DBCC77D5"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="C0369CAE69DB46AFAFA73B6B1ECC102D"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="A5874874453E48549A629879E62EC2EE"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78	526EF2C9A32C459083D8D47456DB3E23		
303EB8514C46465DBCF206B80AE624E4	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="A9A5A06642F3434B8C8BA0006EAC7E19"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="C0369CAE69DB46AFAFA73B6B1ECC102D"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="1B94DC41EDC24A36811DF11E54C8AE21"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78	E8BA8BC8F1A74FE0814F9A3EA9103E49		
304C93C929E3461AB47A441DDAC20F69	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="A21583C25A2140B8AFEA05CCAC47FF7C"&gt;&lt;/variable&gt;&lt;named-constant id="82FE7F47E39F4628A2DB8F2C53AAB3AD"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="835C3DE1411B459AB975C9ABF2F46739"&gt;&lt;/variable&gt;&lt;named-constant id="8BD0C007C2BF40139D6BA0DE5685A215"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	39FC0A35469A4ED2BD3415041D47AFEA	CDF944BB551042DCA521E52393741079		
3214E5FA07434ADBBCD5862B2C9460A2	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="87F9EB4D28904C1CB17A86A39AE66835"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="84EE381695124933A79919386A6F3972"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="A5874874453E48549A629879E62EC2EE"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78	28D1C5F7BC104A5189FC86FF06EFEF57		
32C8CB7CBCE944F98F32ADB697491F53	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="CEC3D9D7CDF14EB59A9060339F623878"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="C0369CAE69DB46AFAFA73B6B1ECC102D"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="A5874874453E48549A629879E62EC2EE"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78	4EBE1D869AAE4761929C66469AE97316		
333C5F496D0543BD8D980098BE851DCD	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="87F9EB4D28904C1CB17A86A39AE66835"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="F7074143B2E14E85ABB1A9EE5B651F6E"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="A5874874453E48549A629879E62EC2EE"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78	C051B8DB01CF40C9AA08E09449D5A504		
34103E130A194CBFA792B7513E57D409	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="D81D79596246475BBCC86A8E6C11F20F"&gt;&lt;/variable&gt;&lt;named-constant id="52BA807AC66545C68AF39E73EDEA0089"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="3141940FEE594ECBB8D0F5654267E499"&gt;&lt;/variable&gt;&lt;named-constant id="2910C62A753C406EA7283E7502853B87"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	12213A28901844C49CC05AD755D5A743	C813BECC548F432DBD26E306047A94E0		
34B1C9D981154F6D8826A846CD21CF83	&lt;expression&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="6366853A7D5248179A8EB8FB32815565"&gt;&lt;/variable&gt;&lt;named-constant id="50463E9340ED4599B42B3DD83FC92C10"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="282D35D4D4DD4488B6C79675050E76B9"&gt;&lt;/variable&gt;&lt;named-constant id="B4B79AF820334BA991A4A7C6BDB4F44C"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/expression&gt;	441C39D9CBFC4B6FB9FB2A7FA96B8354	088498B840B44BEAA79227E3758FF77B		
